dataset_title,file_type
CENTRO DE ASISTENCIA SOCIAL MARGARITA MAZA DE JUÁREZ.- ESTADÍSTICA MENSUAL DE CUIDADO DE LA POB,CSV
COORD. GRAL DE COMUNICACIÓN SOCIAL.-Cronograma de Campañas difundidas en medios de comunicación,CSV
ICAT.- SEGUIMIENTO DE EGRESADOS,CSV
"IMEI.- Programa de Reunificación Familiar ""Corazón de Pollo""",CSV
CETRA.-DONANTES,CSV
CGE.-Registro Estatal Único de Contratistas,CSV
COESPO.- Características de las viviendas en San Luis Potosí.,CSV
INPOCUFIDE.-Juegos Nacionales CONADE 2020 por municipios SLP etapa regional,CSV
CETRA.- PROMOCION,CSV
CETRA.-Visitas_FB,CSV
COESPO.- Índice de marginación.,CSV
IEEA.- ATENCIÓN EDUCATIVA,CSV
CEEAV.- Asesoría Jurídica,CSV
CEEAV.-Políticas Públicas y Capacitación,CSV
CETRA.-SEGUIDORES FB 2022,CSV
CETRA.-BENEFICIARIOS 2022,CSV
CINETECA ALAMEDA.-Programación de Cartelera,CSV
CENTRO DE LAS ARTES DE SAN LUIS POTOSÍ.-Resultado de Convocatorias realizadas,CSV
CONALEP.- UBICACION DE PLANTELES,CSV
CENTRO DE LAS ARTES DE SAN LUIS POTOSÍ.-NUMERALIA DE ACTIVIDADES,CSV
COBACH.- MUESTRA DEPORTIVA 2021,CSV
CENTRO DE ASISTENCIA SOCIAL MARGARITA MAZA DE JUÁREZ.- MOVIMIENTOS DE POBLACION ALBERGADA 2022,CSV
CENTRO DE ASISTENCIA SOCIAL RAFAEL NIETO.-Ingresos y Egresos de Niños y Adolescentes,CSV
COBACH.- INDICADORES,CSV
COBACH.- MUESTRA CULTURAL 2022,CSV
CONALEP.- ALUMNOS INSCRITOS 21-22,CSV
CONALEP.- EGRESADOS COLOCADOS,CSV
CENTRO CULTURAL DE REAL DE CATORCE.- Registro de Visitas,CSV
CENTRO CULTURAL DE REAL DE CATORCE.- Actividades de Divulgación Cultural,CSV
CENTRO DE CONVENCIONES DE SAN LUIS POTOSÍ.- Indicadores Comerciales 2022,CSV
ARCHIVO HISTÓRICO.-REGISTRO CIVIL,CSV
COBACH.- UBICACION DE PLANTELES 2022,CSV
CENTRO DE LAS ARTES DE SAN LUIS POTOSÍ.-Calendario de Actividades,CSV
ARCHIVO HISTÓRICO.- SERVICIOS DE SALA DE CONSULTA,CSV
CASA CUNA MARGARITA MAZA DE JUÁREZ - Movimientos de la poblacion albergada semestral 2019,CSV
DIF - Centro de Asistencia Social Margarita Maza de Juárez - Movimientos de la Población Albergada 2019,CSV
SEGURO POPULAR - Beneficiarios vigentes del Seguro Popular. (Mensual),CSV
"COPOCYT - Apoyos especiales para actividades de ciencia, tecnología e innovación",vnd.ms-excel
COESPO - Población en condición de discapacidad y limitación en San Luis Potosí,CSV
DIF - Movimientos de población albergada 2020,CSV
SECRETARIA DE FINANZAS - Clasificación Administrativa del Presupuesto Estatal por Poder y Ejecutor del Gasto,CSV
IEIFE - Expedientes a Municipios,CSV
DIF - Gestión 2019,CSV
SEER - Lista de Escuelas de Atención Prioritaria,CSV
SIFIDE - Monto financiado por municipio,CSV
SEGE - Instituciones Educativas con Reconocimiento de Validez Oficial de Estudios R.V.O.E.,vnd.ms-excel
SEER - Alumnos que reciben alimentación CEDIES,CSV
STG - Agenda del Titular de la Secretaría Técnica del Gabinete Ejercicio 2019,vnd.ms-excel
SGG - Licencias de Alcoholes,CSV
SGG- Actas de Nacimiento Certificadas,CSV
SEER - Talleres de Oratoria y Declamación,CSV
SGG - Registro de Peritos,CSV
SEER - Escuelas Particulares Sistema Educativo Estatal Regular,CSV
SEGAM - Caseta Primaria 2019,CSV
SEGAM - Caseta IPAC 2019,CSV
SEDUVOP - Obras Públicas Contratadas,vnd.ms-excel
SEGAM - Listado Estimado de Residuos,CSV
SEGAM - Caseta Biblioteca 2019,CSV
SEDECO - Directorio Empresas Zona Industrial,CSV
SEDARH - Padrón de Beneficiarios del Programa de Concurrencia con Entidades Federativas,CSV
SEDECO - Programas y capacitaciones MIPYMES,CSV
SECULT - ESTÍMULOS ECONÓMICOS OTORGADOS A LOS CREADORES EN EL ESTADO,CSV
SEDUVOP - Obras Públicas Ejecutadas,vnd.ms-excel
SECULT - ACTIVIDADES DE DIVULGACIÓN CULTURAL,CSV
SECULT - CURSOS Y TALLERES IMPARTIDOS POR LA SECULT Y ORGANISMOS PÚBLICOS DESCENTRALIZADOS DEL SECTOR CULTURA,CSV
SEGAM - Caseta DIF 2019,CSV
SCT - Padrón vehicular de la modalidad de automóvil de alquiler de ruleteo,vnd.ms-excel
SEDARH - Padrón de Beneficiarios del Programa de Apoyo a Pequeños Productores,CSV
"SEGURO POPULAR - Beneficiarios vigentes del Seguro Popular, al cierre de año. (Histórico)",CSV
SEGURO POPULAR - Beneficiarios vigentes del Seguro Popular por Centro de Salud. (Mensual),CSV
SECULT - Museo Regional Potosino - REGISTRO DE VISITAS GUIADAS,CSV
SECULT - PROYECTOS APOYADOS DE CULTURAS POPULARES E INDÍGENAS,CSV
FENAPO - Asistencia,vnd.ms-excel
SECULT - Museo Regional Potosino - REGISTRO DE ESTADÍSTICAS DE VISITANTES,CSV
SECULT - Museo Laberinto de las Ciencias y las Artes - Atención a grupos,CSV
"SECULT - Museo Francisco Cossío - Participación en actividades, eventos, cursos y talleres 2020",CSV
SECULT - Museo Federico Silva - Directorio,CSV
SECULT - Museo Federico Silva - Agenda Cultural 2020,CSV
SECULT - Museo Laberinto de las Ciencias y Artes - Número de jóvenes que participan como Huachis.,CSV
SECULT - Museo Laberinto de las Ciencias y Artes - Número de asistentes a las actividades de divulgación,CSV
ITSE - Estadística Personal Administrativo,CSV
SECULT - Museo Nacional de la Mascara - AGENDA DE EXPOSICIONES,vnd.ms-excel
SECULT - MAC - Actividades paralelas a las exposiciones,CSV
Instituto Temazcalli - Consultas otorgadas por el Instituto Temazcalli Prevención y Rehabilitación,CSV
INPOJUVE - EGRESOS,CSV
ITSE - Proyectos de Investigación,CSV
DIF - Instituto Estatal de Ciegos - Población atendida ciclo escolar 2019-2020,CSV
"IMEI - Programa ""Corazón Todito""",vnd.ms-excel
DGP - Préstamos que otorga la Dirección de Pensiones por sector,CSV
INPOJUVE - CAMPAÑA PREVENIR ESTA CHIDO,CSV
"INPOJUVE - Tabulador del personal del Instituto Potosino de la Juventud, grado de estudios, edad, sexo y remuneración.",CSV
DGP - Derechohabientes pensionados por sector,CSV
SECULT-MUSEO DEL FERROCARRIL - Visitas Guiadas,CSV
DGP - Derechohabientes activos por sector,CSV
INPOJUVE - INGRESOS,CSV
SECULT - MUSEO DEL FERROCARRIL - Eventos Culturales,CSV
SECULT - MAC - Exposiciones,CSV
DEFENSORíA PúBLICA - Servicios Jurídicos,vnd.ms-excel
IEEA - ATENCIÓN EDUCATIVA 2020,CSV
CGCS - Programa Anual de Comunicación Social,vnd.ms-excel
CGE - Registro Estatal Único de Contratistas - Contratistas Vigentes,CSV
ITSE - Estadística Personal Docente,CSV
COPOCYT - Servicios de divulgación del COPOCYT,vnd.ms-excel
COPOCYT - Programas de Posgrado en el PNPC,vnd.ms-excel
COPOCYT - Sistema Nacional de Investigadores,vnd.ms-excel
ITSE - Baja Temporal-Reprobación,CSV
COESPO - Nacimientos en el Estado,CSV
COESPO - Migración en el Estado de San Luis Potosí,CSV
COPOCYT - Cátedras CONACYT,vnd.ms-excel
"CEA - Calidad de agua proveniente del Acueducto ""El Realito""",vnd.ms-excel
CECYTE - Matrícula,CSV
COESPO - Empleo en San Luis Potosí.,CSV
CONALEP - Alumnos inscritos,CSV
CECURT - Eventos Enero a Marzo 2019,CSV
CCSLP - Eventos realizados,CSV
Centro de Asistencia Social Rosario Castellanos - INGRESOS Y EGRESO DE POBLACIÓN ATENDIDA,CSV
CENTRO CULTURAL REAL DE CATORCE - Actividades de divulgación cultural CCR14,CSV
CETRA - DONANTES,CSV
Cineteca Alameda - Programación Cartelera,CSV
CETRA - SEGUIDORES_FB,CSV
CETRA - BENEFICIARIOS,CSV
COBACH - MUESTRA DEPORTIVA,vnd.ms-excel
CEPSAR - Padrón de Proveedores,CSV
COBACH - MUESTRA CULTURAL DE COBACH,vnd.ms-excel
CEPSAR - Relación de Egresos,CSV
CEPSAR - Relación de Ingresos,CSV
Centro de las Artes de San Luis Potosí - NUMERALIA DE ACTIVIDADES,CSV
CENTRO CULTURAL REAL DE CATORCE - Registro de visitas,CSV
CETRA - VISITAS_FB,CSV
CEPSAR - Sueldos y Salarios,CSV
DIF - Instituto Geriátrico Nicolás Aguilar - PROGRAMA PERMANENTE QUEDARSE ES EXISTIR VIAJAR ES VIVIR,CSV
SEGE - Directorio de Escuelas Públicas Oficiales,vnd.ms-excel
DIF - Instituto Geriátrico Nicolás Aguilar - TALLAS Y MEDIDAS DE LOS RESIDENTES DEL INSTITUTO GERIATRICO DR. NICOLAS AGUILAR,CSV
Archivo Histórico - SERVICIOS DE REGISTRO CIVIL,CSV
Portal de Datos Abiertos del Estado de SLP,CSV
CCCH - Programa de Becas Rafael Montejano y Aguiñaga,vnd.ms-excel
ITSSLP - Egresados y Titulados,CSV
CCCH -  Programa reforestación 2019,vnd.ms-excel
CCCH -  Ejecución de Murales 2019,vnd.ms-excel
ITSSLP - Matricula ago-dic 2019,CSV
UTSLP - Matrícula,CSV
ITST - Plantilla de personal,CSV
ITST - Programas académicos,CSV
ITST - Matricula,CSV
ITST - Becas,CSV
ITST - Personal Docente Capacitado,CSV
ITST- Titulación,CSV
ITST-Investigación,CSV
ITSE - Deserción,CSV
ITSE - Materias por Docente,CSV
Plan de Apertura Institucional de Estado de San Luis Potosí,CSV
CGE - Registro Estatal Único de Contratistas (REUC),vnd.ms-excel
CCCH -  Proyectos de Rehabilitaciones de calles concluidas (periodo 2016- 2019),vnd.ms-excel
SGG - Publicaciones del Periódico Oficial del Estado de San Luis Potosí,CSV
SGG-Recomendaciones emitidas por la Comisión Estatal de Derechos Humanos a Autoridades de la Administración Pública Estatal 2020,CSV
Secretaría Particular del Gobernador - Agenda de Actividades del Gobernador,vnd.ms-excel
"INVIES - Procedimientos de Adquisición Directa, Invitación Restringida y Licitación Pública",vnd.ms-excel
"CEAV - Fondo de Ayuda, Asistencia y Reparación Integral 2019",vnd.ms-excel
SECULT - IPBA - Registro de Inscripciones,CSV
"SECULT - Museo Regional Potosino, EXPOSICIONES",CSV
"SECULT - Museo Regional Potosino, Registro de Talleres",CSV
DIF - Movimientos de la Población Albergada 2021,CSV
PROMOTORA DEL ESTADO - Escrituras entregadas en el 2019,CSV
CCSLP - Eventos realizados en Centro de Convenciones de San Luis Potosí 2020,CSV
Centro de las Artes de San Luis Potosí - CALENDARIO DE ACTIVIDADES,CSV
DIF - Estadística mensual de cuidado de la población albergada 2020,CSV
CGE - Registro Estatal Único de Contratistas 2019,CSV
IEIFE - Solicitudes Información,CSV
IEIFE - Relación de Contratistas,CSV
IEIFE - Expedientes Técnicos Planteles,CSV
SEDESORE - Convenios Celebrados con los Municipios,CSV
JEC - Caminos con obras en proceso 2019,CSV
JEC - Caminos con obras en proceso 2018,CSV
Adolescentes de 12 a 17 años en actividades de prevención en los Centros de Atención Primaria en Adicciones,CSV
Adolescentes de 12 a 17 años en actividades de prevención en los Centros de Atención Primaria en Adicciones,vnd.ms-excel
Pruebas de tamizaje realizadas en los Centros de Atención Primaria en Adicciones,CSV
Pruebas de tamizaje realizadas en los Centros de Atención Primaria en Adicciones,vnd.ms-excel
Entrega de pictogramas,CSV
Directorio de Establecimientos Residenciales de Atención a las Adicciones Reconocidos,CSV
Directorio de Establecimientos Residenciales de Atención a las Adicciones Reconocidos,vnd.ms-excel
Plan de Apertura Institucional de CONADIC,vnd.ms-excel
Directorio de Unidades de Especialización Médica - Centros de Atención Primaria en Adicciones (UNEME CAPA),CSV
Directorio de Unidades de Especialización Médica - Centros de Atención Primaria en Adicciones (UNEME CAPA),vnd.ms-excel
Registro del Censo de Promotores,CSV
Registro del Censo de Promotores,vnd.ms-excel
Pruebas de Tamizajes Cuarto Trimestre 2018,CSV
Centros de Atención Primaria en Adicciones en los estados,CSV
Oficios y Documentos Institucionales de CONADIC,JSON
Presupuesto historial 2012 A 2017 CONADIC,CSV
Presupuesto CONADIC,CSV
Espacios libres de Humo de Tabaco en los estados.,CSV
Registro del Censo de Promotores 3er trimestre 2017,CSV
Registro del Censo de Promotores  2do trimestre 2017,CSV
Establecimientos Residenciales reconocidos por la CONADIC en los estados,CSV
Mecanismos de participación ciudadana de la CONADIC,CSV
Convenios firmados en los estados,CSV
Convenios firmados en los estados,vnd.ms-excel
Registro del Censo de Promotores  1er trimestre 2017,CSV
Inventario Institucional de Datos de CONADIC,vnd.ms-excel
BASE DE DATOS ENCODAT 2016-2017,CSV
Entrega de las advertencias sanitarias,CSV
Consultas de primera vez en los Centros de Atención Primaria en Adicciones,CSV
Consultas de primera vez en los Centros de Atención Primaria en Adicciones,vnd.ms-excel
"Información geográfica de los códigos postales, asentamientos humanos y colonias de cada estado (Dato Histórico)",ZIP
Catálogo Nacional de Códigos Postales (Dato Histórico),vnd.google-earth.kml+xml
Ubicación de códigos postales en México,KML
Ubicación de códigos postales en México,ZIP
Tiempos de entrega (Dato Histórico),XLSX
"Antigüedad promedio mensual empleados de Base (16 años) y Confianza (18 años), Hombres (16 años) y Mujeres (18 años).",vnd.ms-excel
"Programa de Emisiones de Estampillas Postales Conmemorativas, Especiales y de Serie Permanente",XLSX
Padron de bienes inmuebles,vnd.ms-excel
Tabuladores de sueldos.,PDF
Polígonos de Código Postal (Dato Histórico),CSV
Relación de oficinas conectadas,vnd.ms-excel
Reclamaciones recibidas,vnd.ms-excel
Programa de Exposiciones Filatélicas,vnd.ms-excel
Programa de Emisiones Conmemorativas y Especiales 2015 (Dato Histórico),XLSX
Programa de Emisiones Conmemorativas y Especiales 2014 (Dato Histórico),vnd.ms-excel
Ingresos  (Dato Histórico),XLSX
Inmuebles en posesión del Organismo (Dato Histórico),vnd.ms-excel
Contratos y convenios validados (Dato Histórico),vnd.ms-excel
Egresos (Dato Histórico),XLSX
Devoluciones de CM (Dato Histórico),vnd.ms-excel
Matriz de Indicadores para Resultados,vnd.ms-excel
Comparativos ocupacionales,vnd.ms-excel
Oficios y Documentos Institucionales de CM,JSON
Movimientos ante el ISSSTE,vnd.ms-excel
Inmuebles propiedad del Organismo,CSV
Bono de Productividad,vnd.ms-excel
Buzones (Dato Histórico),XLSX
Organigrama Estructural vigente,PDF
Centros de Trabajo,XLSX
Sacas,CSV
Atención a usuarios en el Centro de Atención a Clientes,vnd.ms-excel
Atención a usuarios en el Centro de Atención a Clientes,CSV
Vehículos,CSV
Atención a Usuarios Individuales canalizados por área terceras,CSV
Relación de sistemas de información,vnd.ms-excel
Relación de sistemas de información,XML
Rezagos (Dato Histórico),vnd.ms-excel
Cobertura,XLSX
Relación de contratos de TICs,XLSX
Correspondencia y Envíos,XLSX
Inventario,vnd.ms-excel
Reparto,CSV
Giros Postales,vnd.ms-excel
Relación de contratos,vnd.ms-excel
Ingresos por linea de negocio,vnd.ms-excel
Indicador de Plazas Ocupadas.,vnd.ms-excel
Conectividad (Dato Histórico),XLSX
Incidencias (Dato Histórico),CSV
Inventario de los Registros Públicos Oficiales mantenidos por la Institución,CSV
Plan de capacitación anual,vnd.ms-excel
Estados Financieros,PDF
Resumen mensual de retenciones al personal por cuotas ISSSTE correspondiente al ejercicio,vnd.ms-excel
Personal (Dato Histórico),XLSX
Edad promedio mensual empleados de Base (42 años) y Confianza (46 años) Hombres (42 años) Mujeres (44 años).,vnd.ms-excel
Recursos Humanos,CSV
Buzones y Apartados Postales,vnd.ms-excel
Órganos de Operación Administrativa Desconcentrada,CSV
Jurisprudencias 2021,CSV
Jurisprudencias 2018,CSV
Jurisprudencias 2015,CSV
Prestaciones Sociales Institucionales (cursos),CSV
Quejas Médicas,CSV
Jurisprudencias 2016,CSV
Jurisprudencias 2017,CSV
Jurisprudencias 2022,CSV
Jurisprudencias 2020,CSV
Recomendaciones CNDH,CSV
Servicio de Guarderías 2021,CSV
Jurisprudencias 2019,CSV
Encuesta Nacional de satisfacción de usuarios del servicio de guarderia del IMSS,vnd.ms-excel
Encuesta Nacional de satisfacción de usuarios del servicio de guarderia del IMSS,CSV
PDA 2019,CSV
Información de Salud en el Trabajo,CSV
Población derechohabiente adscrita (PDA),CSV
Población derechohabiente adscrita (PDA),PDF
Población derechohabiente adscrita (PDA),vnd.ms-excel
Población derechohabiente adscrita (PDA),DOCX
Participación Social en Guarderías,CSV
Tiendas,CSV
Plan Institucional Datos Abiertos IMSS,CSV
Encuesta Nacional de satisfacción de usuarios de servicios médicos del IMSS (ENSat).,CSV
Becas Otorgadas,CSV
Centros Vacacionales,CSV
Asegurados,CSV
Asegurados,JSON
Asegurados,PDF
Asegurados,vnd.ms-excel
Información en Salud,CSV
PDA 2016,CSV
PDA 2018,CSV
PDA 2015,CSV
PDA 2017,CSV
Plan de Apertura Institucional de IMSS,CSV
Unidades médicas en servicio.,CSV
"Aceptantes de métodos anticonceptivos temporales, por delegación. Ámbito rural (incluye parteras rurales, IMSS-Prospera y esquema modificado)",CSV
"Aceptantes de métodos anticonceptivos y proporción de avance respecto a la meta programada, por delegación. Ámbito rural (incluye parteras rurales,...",CSV
Unidades médicas en servicio por delegación.,CSV
"Unidades Médicas de Alta Especialidad. Ingresos, egresos, intervenciones quirúrgicas, días estancia y defunciones.",CSV
Leyes y Reglamentos,TXT
"Dosis de Toxoide tetánico diftérico aplicados, por delegación.",CSV
"Dosis de productos biológicos aplicados, por delegación.",CSV
Oficios y Documentos Institucionales de IMSS,JSON
Amparos interpuestos y amparos concluidos,CSV
Juicios en trámite,CSV
"Asuntos Atendidos por Población Objetivo: Trabajadores, Beneficiarios y Sindicatos",CSV
